Model_Year,Manufacturer,Brand,Model,Engine_Displacement,Cylinders,Transmission,Num_Gears,Drive_Type,City_MPG,Hwy_MPG,Combined_MPG,Vehicle_Class,Annual_Fuel_Cost,FE_Rating,GHG_Rating,City_CO2,Hwy_CO2,Combined_CO2,Savings_5yr,Extra_Spend_5yr,Gas_Guzzler,Air_Aspiration,StopStart_System
2025,Honda,Acura,ADX AWD,1.5,4,Auto(AV-S7),7,All Wheel Drive,25,30,27,Small Station Wagons,2350,5,5,355,291,329,,2250.0,,Turbocharged,Yes
2025,Honda,Acura,ADX FWD,1.5,4,Auto(AV-S7),7,"2-Wheel Drive, Front",26,31,28,Small Station Wagons,2300,6,6,341,286,317,,2000.0,,Turbocharged,Yes
2025,Honda,Acura,INTEGRA,1.5,4,Auto(AV-S7),7,"2-Wheel Drive, Front",30,37,33,Large Cars,1950,6,6,296,237,269,,250.0,,Turbocharged,Yes
2025,Honda,Acura,INTEGRA,2.0,4,Manual(M6),6,"2-Wheel Drive, Front",21,28,24,Large Cars,2650,5,5,419,312,371,,3750.0,,Turbocharged,No
2025,Honda,Acura,INTEGRA A-SPEC,1.5,4,Auto(AV-S7),7,"2-Wheel Drive, Front",29,36,32,Large Cars,2000,6,6,304,245,277,,500.0,,Turbocharged,Yes
2025,Honda,Acura,INTEGRA A-SPEC,1.5,4,Manual(M6),6,"2-Wheel Drive, Front",26,36,30,Large Cars,2100,6,6,339,241,293,,1000.0,,Turbocharged,Yes
2025,Honda,Acura,MDX AWD,3.5,6,Auto(S10),10,All Wheel Drive,19,25,21,Small SUV 4WD,3050,4,4,477,357,423,,5750.0,,Naturally Aspirated,Yes
2025,Honda,Acura,MDX AWD Type-S,3.0,6,Auto(S10),10,All Wheel Drive,17,21,19,Standard SUV 4WD,3350,4,4,523,414,474,,7250.0,,Turbocharged,Yes
2025,Honda,Acura,MDX FWD,3.5,6,Auto(S10),10,"2-Wheel Drive, Front",19,26,22,Small SUV 2WD,2900,5,5,470,339,411,,5000.0,,Naturally Aspirated,Yes
2025,Honda,Acura,RDX AWD,2.0,4,Auto(S10),10,All Wheel Drive,21,27,23,Small SUV 4WD,2750,5,5,415,322,385,,4250.0,,Turbocharged,Yes
2025,Honda,Acura,RDX AWD A-SPEC,2.0,4,Auto(S10),10,All Wheel Drive,21,26,23,Small SUV 4WD,2750,5,5,423,342,386,,4250.0,,Turbocharged,Yes
2025,Honda,Acura,TLX AWD A-SPEC,2.0,4,Auto(S10),10,All Wheel Drive,21,29,24,Compact Cars,2650,5,5,425,305,371,,3750.0,,Turbocharged,Yes
2025,Honda,Acura,TLX FWD,2.0,4,Auto(S10),10,"2-Wheel Drive, Front",22,31,25,Compact Cars,2550,5,5,404,289,352,,3250.0,,Turbocharged,Yes
2025,Honda,Acura,TLX Type-S,3.0,6,Auto(S10),10,All Wheel Drive,19,25,21,Compact Cars,3050,4,4,464,353,420,,5750.0,,Turbocharged,Yes
2025,FCA US LLC,ALFA ROMEO,Giulia,2.0,4,Auto(A8),8,"2-Wheel Drive, Rear",24,33,27,Midsize Cars,2350,5,5,377,273,330,,2250.0,,Turbocharged,Yes
2025,FCA US LLC,ALFA ROMEO,Giulia AWD,2.0,4,Auto(A8),8,All Wheel Drive,23,31,26,Midsize Cars,2450,5,5,395,291,348,,2750.0,,Turbocharged,Yes
2025,FCA US LLC,ALFA ROMEO,Stelvio AWD,2.0,4,Auto(A8),8,All Wheel Drive,22,28,24,Small SUV 4WD,2650,5,5,407,311,364,,3750.0,,Turbocharged,Yes
2025,FCA US LLC,ALFA ROMEO,Tonale AWD,2.0,4,Auto(A9),9,All Wheel Drive,21,29,24,Small SUV 4WD,2200,5,5,425,308,372,,1500.0,,Turbocharged,Yes
2025,aston martin,Aston Martin Lagonda Ltd,DB12 V8,4.0,8,Auto(A8),8,"2-Wheel Drive, Rear",15,22,17,Minicompact Cars,3750,3,3,599,395,507,,9250.0,,Turbocharged,No
2025,aston martin,Aston Martin Lagonda Ltd,DBX 707,4.0,8,Auto(A9),9,4-Wheel Drive,15,20,17,Standard SUV 4WD,3750,3,3,602,457,536,,9250.0,,Turbocharged,No
2025,aston martin,Aston Martin Lagonda Ltd,Vanquish,5.2,12,Auto(A8),8,"2-Wheel Drive, Rear",13,21,16,Two Seaters,4000,3,3,671,431,563,,10500.0,G,Turbocharged,No
2025,aston martin,Aston Martin Lagonda Ltd,Vantage,4.0,8,Auto(A8),8,"2-Wheel Drive, Rear",15,22,18,Two Seaters,3550,4,4,579,399,498,,8250.0,,Turbocharged,No
2025,Volkswagen Group of,Audi,A3 quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,24,34,28,Subcompact Cars,2300,6,6,364,262,318,,2000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A4 allroad quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,30,26,Small Station Wagons,2450,5,5,389,293,346,,2750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A4 quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,26,36,29,Compact Cars,2200,6,6,344,248,301,,1500.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A4 S line quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,32,26,Compact Cars,2450,5,5,389,279,339,,2750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A5 quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,22,31,26,Midsize Cars,2450,5,5,399,287,349,,2750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A5 Sportback quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,26,36,29,Midsize Cars,2200,6,6,344,248,301,,1500.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A5 Sportback S line quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,32,26,Midsize Cars,2450,5,5,389,279,339,,2750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A6 allroad quattro,3.0,6,Auto(AM-S7),7,All Wheel Drive,22,30,25,Midsize Station Wagons,2550,5,5,406,295,356,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A6 quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,24,31,26,Midsize Cars,2450,5,5,379,291,339,,2750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A6 quattro,3.0,6,Auto(AM-S7),7,All Wheel Drive,22,30,25,Midsize Cars,2550,5,5,406,295,356,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A7 quattro,3.0,6,Auto(AM-S7),7,All Wheel Drive,22,30,25,Midsize Cars,2550,5,5,406,295,356,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,A8 quattro,3.0,6,Auto(S8),8,All Wheel Drive,19,27,22,Large Cars,2900,5,5,480,334,414,,5000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q3,2.0,4,Auto(S8),8,All Wheel Drive,22,29,25,Small SUV 4WD,2100,5,5,406,303,360,,1000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q3 S line,2.0,4,Auto(S8),8,All Wheel Drive,20,28,23,Small SUV 4WD,2300,5,5,445,314,386,,2000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q5 quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,29,26,Small SUV 4WD,2450,5,5,382,301,346,,2750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q5 S line quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,22,28,25,Small SUV 4WD,2550,5,5,400,319,363,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q5 Sportback S line quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,22,28,25,Small SUV 4WD,2550,5,5,400,319,363,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q5 Sportback TFSI quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,22,30,25,Small SUV 4WD,2550,5,5,408,298,358,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q5 TFSI quattro,2.0,4,Auto(AM-S7),7,All Wheel Drive,22,30,25,Small SUV 4WD,2550,5,5,408,298,358,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q7,2.0,4,Auto(S8),8,All Wheel Drive,20,26,22,Standard SUV 4WD,2900,5,5,453,347,405,,5000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q7,3.0,6,Auto(S8),8,All Wheel Drive,18,23,20,Standard SUV 4WD,3200,4,4,492,380,442,,6500.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,Q8 quattro,3.0,6,Auto(S8),8,All Wheel Drive,17,23,19,Standard SUV 4WD,3350,4,4,514,392,459,,7250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,RS 3,2.5,5,Auto(AM-S7),7,All Wheel Drive,20,29,23,Subcompact Cars,2750,5,5,453,302,385,,4250.0,,Turbocharged,No
2025,Volkswagen Group of,Audi,RS 5 Sportback,2.9,6,Auto(S8),8,All Wheel Drive,18,25,20,Midsize Cars,3200,4,4,502,361,438,,6500.0,,Turbocharged,No
2025,Volkswagen Group of,Audi,RS 6 Avant,4.0,8,Auto(S8),8,All Wheel Drive,14,21,17,Midsize Station Wagons,3750,3,3,638,416,538,,9250.0,G,Turbocharged,Yes
2025,Volkswagen Group of,Audi,RS 7,4.0,8,Auto(S8),8,All Wheel Drive,14,21,17,Midsize Cars,3750,3,3,638,416,538,,9250.0,G,Turbocharged,Yes
2025,Volkswagen Group of,Audi,RS Q8 Performance,4.0,8,Auto(S8),8,All Wheel Drive,14,20,16,Standard SUV 4WD,4000,3,3,622,454,547,,10500.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,S3,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,31,26,Subcompact Cars,2450,5,5,392,285,344,,2750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,S4,3.0,6,Auto(S8),8,All Wheel Drive,20,29,24,Compact Cars,2650,5,5,433,308,377,,3750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,S5,3.0,6,Auto(AM-S7),7,All Wheel Drive,19,28,22,Midsize Cars,2900,5,5,466,314,397,,5000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,S5 Sportback,3.0,6,Auto(S8),8,All Wheel Drive,20,29,23,Midsize Cars,2750,5,5,444,311,384,,4250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,S6,2.9,6,Auto(S8),8,All Wheel Drive,19,27,22,Midsize Cars,2900,5,5,468,335,408,,5000.0,,Other,Yes
2025,Volkswagen Group of,Audi,S7,2.9,6,Auto(S8),8,All Wheel Drive,19,27,22,Midsize Cars,2900,5,5,468,335,408,,5000.0,,Other,Yes
2025,Volkswagen Group of,Audi,S8,4.0,8,Auto(S8),8,All Wheel Drive,15,24,18,Large Cars,3550,4,4,605,377,502,,8250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,SQ5,3.0,6,Auto(S8),8,All Wheel Drive,19,24,21,Small SUV 4WD,3050,4,4,474,370,427,,5750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,SQ5,3.0,6,Auto(AM-S7),7,All Wheel Drive,19,26,22,Small SUV 4WD,2900,5,5,460,336,404,,5000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,SQ5 Sportback,3.0,6,Auto(S8),8,All Wheel Drive,19,24,21,Small SUV 4WD,3050,4,4,474,370,427,,5750.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,SQ5 Sportback,3.0,6,Auto(AM-S7),7,All Wheel Drive,19,26,22,Small SUV 4WD,2900,5,5,460,336,404,,5000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,SQ7,4.0,8,Auto(S8),8,All Wheel Drive,15,21,17,Standard SUV 4WD,3750,3,3,604,425,524,,9250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Audi,SQ8,4.0,8,Auto(S8),8,All Wheel Drive,15,21,17,Standard SUV 4WD,3750,3,3,587,432,518,,9250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Bentley,Bentayga,4.0,8,Auto(S8),8,All Wheel Drive,14,21,16,Standard SUV 4WD,4000,3,3,650,433,553,,10500.0,,Turbocharged,Yes
2025,Volkswagen Group of,Bentley,Bentayga EWB,4.0,8,Auto(S8),8,All Wheel Drive,14,21,16,Standard SUV 4WD,4000,3,3,650,433,553,,10500.0,,Turbocharged,Yes
2025,BMW,BMW,228 xDrive Gran Coupe,2.0,4,Auto(AM-S7),7,All Wheel Drive,26,38,30,Compact Cars,2100,6,6,333,233,288,,1000.0,,Turbocharged,Yes
2025,BMW,BMW,230i Coupe,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",26,35,30,Subcompact Cars,2100,6,6,333,251,296,,1000.0,,Turbocharged,Yes
2025,BMW,BMW,230i xDrive Coupe,2.0,4,Auto(S8),8,All Wheel Drive,25,33,28,Subcompact Cars,2300,6,6,355,262,313,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,330i Sedan,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",28,35,31,Compact Cars,2050,6,6,317,248,286,,750.0,,Turbocharged,Yes
2025,BMW,BMW,330i xDrive Sedan,2.0,4,Auto(S8),8,All Wheel Drive,26,34,29,Compact Cars,2200,6,6,332,256,298,,1500.0,,Turbocharged,Yes
2025,BMW,BMW,430i Convertible,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",27,35,30,Subcompact Cars,2100,6,6,329,253,295,,1000.0,,Turbocharged,Yes
2025,BMW,BMW,430i Coupe,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",28,36,31,Subcompact Cars,2050,6,6,315,248,285,,750.0,,Turbocharged,Yes
2025,BMW,BMW,430i Gran Coupe,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",27,35,30,Compact Cars,2100,6,6,320,252,290,,1000.0,,Turbocharged,Yes
2025,BMW,BMW,430i xDrive Convertible,2.0,4,Auto(S8),8,All Wheel Drive,24,33,28,Subcompact Cars,2300,6,6,359,263,316,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,430i xDrive Coupe,2.0,4,Auto(S8),8,All Wheel Drive,27,34,30,Subcompact Cars,2100,6,6,325,256,294,,1000.0,,Turbocharged,Yes
2025,BMW,BMW,430i xDrive Gran Coupe,2.0,4,Auto(S8),8,All Wheel Drive,25,34,29,Compact Cars,2200,6,6,345,257,305,,1500.0,,Turbocharged,Yes
2025,BMW,BMW,530i Sedan,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",28,35,31,Midsize Cars,2050,6,6,315,249,285,,750.0,,Turbocharged,Yes
2025,BMW,BMW,530i xDrive Sedan,2.0,4,Auto(S8),8,All Wheel Drive,27,35,30,Midsize Cars,2100,6,6,325,253,292,,1000.0,,Turbocharged,Yes
2025,BMW,BMW,540i xDrive Sedan,3.0,6,Auto(S8),8,All Wheel Drive,26,33,28,Midsize Cars,2300,6,6,339,267,307,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,740i Sedan,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",25,31,28,Large Cars,2300,6,6,347,279,317,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,740i xDrive Sedan,3.0,6,Auto(S8),8,All Wheel Drive,24,31,27,Large Cars,2350,5,5,359,285,326,,2250.0,,Turbocharged,Yes
2025,BMW,BMW,760i xDrive Sedan,4.4,8,Auto(S8),8,All Wheel Drive,18,25,20,Large Cars,3200,4,4,494,344,427,,6500.0,,Turbocharged,Yes
2025,BMW,BMW,840i Convertible,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",21,29,24,Subcompact Cars,2650,5,5,420,305,368,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,840i Coupe,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",21,29,24,Subcompact Cars,2650,5,5,420,305,368,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,840i Gran Coupe,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",21,29,24,Midsize Cars,2650,5,5,420,305,368,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,840i xDrive Convertible,3.0,6,Auto(S8),8,All Wheel Drive,21,29,24,Subcompact Cars,2650,5,5,426,308,373,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,840i xDrive Coupe,3.0,6,Auto(S8),8,All Wheel Drive,21,29,24,Subcompact Cars,2650,5,5,426,308,373,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,840i xDrive Gran Coupe,3.0,6,Auto(S8),8,All Wheel Drive,21,29,24,Midsize Cars,2650,5,5,426,308,373,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,ALPINA B8 Gran Coupe,4.4,8,Auto(S8),8,All Wheel Drive,17,24,19,Midsize Cars,3350,4,4,530,371,458,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M2 Coupe,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",16,23,19,Subcompact Cars,3350,4,4,552,377,473,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M2 Coupe,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",16,23,19,Subcompact Cars,3350,4,4,535,381,466,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M235 xDrive Gran Coupe,2.0,4,Auto(AM-S7),7,All Wheel Drive,24,33,27,Compact Cars,2350,5,5,368,264,321,,2250.0,,Turbocharged,Yes
2025,BMW,BMW,M240i Coupe,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",23,32,26,Subcompact Cars,2450,5,5,391,276,339,,2750.0,,Turbocharged,Yes
2025,BMW,BMW,M240i xDrive Coupe,3.0,6,Auto(S8),8,All Wheel Drive,23,32,26,Subcompact Cars,2450,5,5,387,274,336,,2750.0,,Turbocharged,Yes
2025,BMW,BMW,M3 Competition M xDrive Sedan,3.0,6,Auto(S8),8,All Wheel Drive,16,23,18,Compact Cars,3550,4,4,556,381,477,,8250.0,,Turbocharged,Yes
2025,BMW,BMW,M3 Competition Sedan,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",16,23,19,Compact Cars,3350,4,4,541,383,470,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M3 Sedan,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",16,23,19,Compact Cars,3350,4,4,548,379,472,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M340i Sedan,3.0,4,Auto(S8),8,"2-Wheel Drive, Rear",27,33,29,Compact Cars,2200,6,6,326,265,299,,1500.0,,Turbocharged,Yes
2025,BMW,BMW,M340i xDrive Sedan,3.0,4,Auto(S8),8,All Wheel Drive,26,33,29,Compact Cars,2200,6,6,336,264,304,,1500.0,,Turbocharged,Yes
2025,BMW,BMW,M4 Competition Coupe,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",16,23,19,Subcompact Cars,3350,4,4,541,383,470,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M4 Competition M xDrive Coupe,3.0,6,Auto(S8),8,All Wheel Drive,16,23,18,Subcompact Cars,3550,4,4,547,381,472,,8250.0,,Turbocharged,Yes
2025,BMW,BMW,M4 Coupe,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",16,23,19,Subcompact Cars,3350,4,4,548,379,472,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M4 CS Coupe,3.0,6,Auto(S8),8,All Wheel Drive,16,23,18,Subcompact Cars,3550,4,4,557,382,478,,8250.0,,Turbocharged,Yes
2025,BMW,BMW,M440i Convertible,3.0,4,Auto(S8),8,"2-Wheel Drive, Rear",27,33,29,Subcompact Cars,2200,6,6,328,267,301,,1500.0,,Turbocharged,Yes
2025,BMW,BMW,M440i Coupe,3.0,4,Auto(S8),8,"2-Wheel Drive, Rear",27,34,30,Subcompact Cars,2100,6,6,323,262,296,,1000.0,,Turbocharged,Yes
2025,BMW,BMW,M440i Gran Coupe,3.0,4,Auto(S8),8,"2-Wheel Drive, Rear",26,32,28,Compact Cars,2300,6,6,342,275,312,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,M440i xDrive Convertible,3.0,4,Auto(S8),8,All Wheel Drive,25,32,28,Subcompact Cars,2300,6,6,344,273,312,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,M440i xDrive Coupe,3.0,4,Auto(S8),8,All Wheel Drive,26,33,29,Subcompact Cars,2200,6,6,332,263,301,,1500.0,,Turbocharged,Yes
2025,BMW,BMW,M440i xDrive Gran Coupe,3.0,4,Auto(S8),8,All Wheel Drive,25,31,27,Compact Cars,2350,5,5,350,284,320,,2250.0,,Turbocharged,Yes
2025,BMW,BMW,M4CompetitionMxDriveConvertible,3.0,6,Auto(S8),8,All Wheel Drive,16,22,18,Subcompact Cars,3550,4,4,553,388,479,,8250.0,,Turbocharged,Yes
2025,BMW,BMW,M8 Competition Convertible,4.4,8,Auto(S8),8,All Wheel Drive,15,22,17,Subcompact Cars,3750,3,3,604,411,517,,9250.0,G,Turbocharged,Yes
2025,BMW,BMW,M8 Competition Coupe,4.4,8,Auto(S8),8,All Wheel Drive,15,22,17,Subcompact Cars,3750,3,3,604,411,517,,9250.0,G,Turbocharged,Yes
2025,BMW,BMW,M8 Competition Gran Coupe,4.4,8,Auto(S8),8,All Wheel Drive,15,22,17,Midsize Cars,3750,3,3,604,411,517,,9250.0,G,Turbocharged,Yes
2025,BMW,BMW,M850i xDrive Convertible,4.4,8,Auto(S8),8,All Wheel Drive,17,24,19,Subcompact Cars,3350,4,4,530,371,458,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M850i xDrive Coupe,4.4,8,Auto(S8),8,All Wheel Drive,17,24,19,Subcompact Cars,3350,4,4,526,371,456,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,M850i xDrive Gran Coupe,4.4,8,Auto(S8),8,All Wheel Drive,17,24,19,Midsize Cars,3350,4,4,530,371,458,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,X1 M35i,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,31,26,Small SUV 4WD,2450,5,5,377,282,334,,2750.0,,Turbocharged,Yes
2025,BMW,BMW,X1 xDrive28i,2.0,4,Auto(AM-S7),7,All Wheel Drive,24,33,28,Small SUV 4WD,2300,6,6,361,265,318,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,X2 M35i,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,32,26,Small SUV 4WD,2450,5,5,382,272,332,,2750.0,,Turbocharged,Yes
2025,BMW,BMW,X2 xDrive28i,2.0,4,Auto(AM-S7),7,All Wheel Drive,24,33,28,Small SUV 4WD,2300,6,6,361,265,318,,2000.0,,Turbocharged,Yes
2025,BMW,BMW,X3 M50i xDrive,3.0,4,Auto(S8),8,All Wheel Drive,25,30,27,Small SUV 4WD,2350,5,5,346,288,320,,2250.0,,Turbocharged,Yes
2025,BMW,BMW,X3 xDrive30i,2.0,4,Auto(S8),8,All Wheel Drive,27,33,29,Small SUV 4WD,2200,6,6,327,265,299,,1500.0,,Turbocharged,Yes
2025,BMW,BMW,X4 M,3.0,6,Auto(S8),8,All Wheel Drive,15,20,17,Small SUV 4WD,3750,3,3,587,437,519,,9250.0,,Turbocharged,Yes
2025,BMW,BMW,X4 M Competition,3.0,6,Auto(S8),8,All Wheel Drive,15,20,17,Small SUV 4WD,3750,3,3,587,437,519,,9250.0,,Turbocharged,Yes
2025,BMW,BMW,X4 M40i,3.0,6,Auto(S8),8,All Wheel Drive,22,26,23,Small SUV 4WD,2750,5,5,409,337,377,,4250.0,,Turbocharged,Yes
2025,BMW,BMW,X4 xDrive30i,2.0,4,Auto(S8),8,All Wheel Drive,21,27,24,Small SUV 4WD,2650,5,5,413,321,372,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,X5 M Competition,4.4,8,Auto(S8),8,All Wheel Drive,13,18,15,Standard SUV 4WD,4250,2,2,678,481,589,,11750.0,,Turbocharged,Yes
2025,BMW,BMW,X5 M60i xDrive,4.4,8,Auto(S8),8,All Wheel Drive,17,22,19,Standard SUV 4WD,3350,4,4,512,391,458,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,X5 sDrive40i,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",23,27,25,Standard SUV 2WD,2550,5,5,383,331,360,,3250.0,,Turbocharged,Yes
2025,BMW,BMW,X5 xDrive40i,3.0,6,Auto(S8),8,All Wheel Drive,23,27,25,Standard SUV 4WD,2550,5,5,375,323,352,,3250.0,,Turbocharged,Yes
2025,BMW,BMW,X6 M Competition,4.4,8,Auto(S8),8,All Wheel Drive,13,18,15,Standard SUV 4WD,4250,2,2,678,481,589,,11750.0,,Turbocharged,Yes
2025,BMW,BMW,X6 M60i xDrive,4.4,8,Auto(S8),8,All Wheel Drive,17,22,19,Standard SUV 4WD,3350,4,4,512,391,458,,7250.0,,Turbocharged,Yes
2025,BMW,BMW,X6 xDrive40i,3.0,6,Auto(S8),8,All Wheel Drive,23,26,24,Standard SUV 4WD,2650,5,5,382,331,359,,3750.0,,Turbocharged,Yes
2025,BMW,BMW,X7 M60i xDrive,4.4,8,Auto(S8),8,All Wheel Drive,16,20,18,Standard SUV 4WD,3550,4,4,550,435,498,,8250.0,,Turbocharged,Yes
2025,BMW,BMW,X7 xDrive40i,3.0,6,Auto(S8),8,All Wheel Drive,20,24,22,Standard SUV 4WD,2900,5,5,430,358,397,,5000.0,,Turbocharged,Yes
2025,BMW,BMW,Z4 M40i,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",23,29,25,Two Seaters,2550,5,5,386,297,346,,3250.0,,Turbocharged,Yes
2025,BMW,BMW,Z4 M40i,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",19,26,22,Two Seaters,2900,5,5,469,332,407,,5000.0,,Turbocharged,Yes
2025,BMW,BMW,Z4 sDrive30i,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",25,33,28,Two Seaters,2300,6,6,351,266,312,,2000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Bugatti,Mistral,8.0,16,Auto(AM-S7),7,All Wheel Drive,8,12,9,Two Seaters,7100,1,1,1121,726,943,,26000.0,G,Turbocharged,No
2025,General Motors,Buick,ENCLAVE AWD,2.5,4,Auto(A8),8,All Wheel Drive,19,24,21,Standard SUV 4WD,2500,4,4,462,374,422,,3000.0,,Turbocharged,Yes
2025,General Motors,Buick,ENCLAVE FWD,2.5,4,Auto(A8),8,"2-Wheel Drive, Front",20,27,23,Standard SUV 2WD,2300,5,5,431,334,387,,2000.0,,Turbocharged,Yes
2025,General Motors,Buick,ENCORE GX AWD,1.3,3,Auto(A9),9,All Wheel Drive,26,28,27,Small SUV 4WD,1950,5,5,347,328,339,,250.0,,Turbocharged,Yes
2025,General Motors,Buick,ENCORE GX FWD,1.3,3,Auto(AV),1,"2-Wheel Drive, Front",29,31,30,Small SUV 2WD,1750,6,6,302,287,297,750.0,,,Turbocharged,Yes
2025,General Motors,Buick,ENCORE GX FWD,1.2,3,Auto(AV),1,"2-Wheel Drive, Front",30,31,30,Small SUV 2WD,1750,6,6,293,284,297,750.0,,,Turbocharged,Yes
2025,General Motors,Buick,ENVISION AWD,2.0,4,Auto(S9),9,All Wheel Drive,22,28,24,Small SUV 4WD,2200,5,5,404,315,371,,1500.0,,Turbocharged,Yes
2025,General Motors,Buick,ENVISTA,1.2,3,Auto(A6),6,"2-Wheel Drive, Front",28,32,30,Small Station Wagons,1750,6,6,316,277,296,750.0,,,Turbocharged,Yes
2025,General Motors,Buick,ENVISTA,1.2,3,Auto(A6),6,"2-Wheel Drive, Front",28,32,30,Small Station Wagons,1750,6,6,314,277,297,750.0,,,Turbocharged,Yes
